condition,seed,round,pre_acc,arm,d_acc,minus_kd,broken,fixed_peer_agree,fixed_peer_disagree,changed,kl,weight_change_backbone,weight_change_head
ce_head,2,82,36.57999932765961,ce,11.340001225471497,11.360001564025879,10.540000349283218,20.020000636577606,1.8600000068545341,56.05999827384949,1.0268093347549438,0.5307207910299786,0.5373777650928574
ce_head,2,82,36.57999932765961,ce_lowlr,7.440000772476196,7.460001111030579,6.840000301599503,12.960000336170197,1.3199999928474426,39.7599995136261,0.5184282660484314,0.12278760410481775,0.16212890093972027
ce_head,2,83,36.62000000476837,kd,-0.7800012826919556,0.0,3.1800001859664917,0.7799999788403511,1.6200000420212746,11.779999732971191,0.06805656850337982,0.13966981550138682,0.10926852755091418
ce_head,2,83,36.62000000476837,ce_head,-0.4799991846084595,0.3000020980834961,3.920000046491623,2.4399999529123306,0.9999999776482582,16.099999845027924,0.26870647072792053,0.0,0.594565754155749
ce_head,2,83,36.62000000476837,ce,12.41999864578247,13.199999928474426,11.219999939203262,21.35999947786331,2.280000038444996,58.17999839782715,0.9406028389930725,0.9737221443586414,0.41550804774047245
ce_head,2,83,36.62000000476837,ce_lowlr,7.719999551773071,8.500000834465027,9.679999947547913,15.50000011920929,1.899999938905239,49.07999932765961,0.7012408971786499,0.22917841438112285,0.10454351848061695
ce_head,2,84,36.84000074863434,kd,-0.4600018262863159,0.0,3.2200001180171967,1.7200000584125519,1.0400000028312206,12.960000336170197,0.07708380371332169,0.11537771080636579,0.06788278049969723
ce_head,2,84,36.84000074863434,ce_head,-4.100000858306885,-3.639999032020569,13.379999995231628,8.299999684095383,0.9800000116229057,40.700000524520874,0.36125731468200684,0.0,0.9456419294118215
ce_head,2,84,36.84000074863434,ce,10.859999060630798,11.320000886917114,11.36000007390976,20.319999754428864,1.899999938905239,57.760000228881836,0.9656984210014343,0.7483743641690963,0.6245040414298072
ce_head,2,84,36.84000074863434,ce_lowlr,9.839999675750732,10.300001502037048,6.859999895095825,14.839999377727509,1.8600000068545341,41.999998688697815,0.5340070128440857,0.17664127430786,0.1747468572382141
ce_head,2,85,36.7000013589859,kd,0.18000006675720215,0.0,1.7200000584125519,0.7799999788403511,1.119999960064888,8.51999968290329,0.03680499643087387,0.1477460666126184,0.10860747381763632
ce_head,2,85,36.7000013589859,ce_head,-1.040002703666687,-1.2200027704238892,6.159999966621399,4.30000014603138,0.8200000040233135,20.659999549388885,0.2954055070877075,0.0,0.5658979101413018
ce_head,2,85,36.7000013589859,ce,10.259997844696045,10.079997777938843,10.71999967098236,18.940000236034393,2.0400000736117363,55.900001525878906,0.9256463050842285,0.9884789620387882,0.3944310413287885
ce_head,2,85,36.7000013589859,ce_lowlr,10.259997844696045,10.079997777938843,7.980000227689743,16.07999950647354,2.160000056028366,46.59999907016754,0.6550684571266174,0.2357391294700494,0.09652857983223541
