group,seed,round_index,relative_round,phase,val_acc,delta_acc,cos_ce_kl,g_ce_norm,g_kl_norm
0.3,789,52,-48,kl,80.52,-0.7400000000000091,0.4251953959465027,0.39565855264663696,1.0369468927383423
0.3,789,53,-47,kl,81.64,1.1200000000000045,0.47219622135162354,0.4169456958770752,1.0085325241088867
0.3,789,54,-46,kl,81.68,0.04000000000000625,0.465049684047699,0.4371475875377655,1.3072869777679443
0.3,789,55,-45,kl,81.64,-0.04000000000000625,0.3711017370223999,0.39241689443588257,1.0069164037704468
0.3,789,56,-44,kl,84.84,3.200000000000003,0.29258018732070923,0.3609190881252289,0.7678436636924744
0.3,789,57,-43,kl,84.7,-0.14000000000000057,0.33629703521728516,0.3750288188457489,0.7734856605529785
0.3,789,58,-42,kl,85.4,0.7000000000000028,0.3338206112384796,0.385786235332489,0.8559572696685791
0.3,789,59,-41,kl,85.36,-0.04000000000000625,0.33037641644477844,0.38590702414512634,0.7988669276237488
0.3,789,60,-40,kl,85.1,-0.2600000000000051,0.316420316696167,0.38789382576942444,0.7919735312461853
0.3,789,61,-39,kl,85.2,0.10000000000000853,0.32159823179244995,0.394278347492218,0.8251622915267944
0.3,789,62,-38,kl,85.72,0.519999999999996,0.2578050494194031,0.3794790506362915,0.7926750779151917
0.3,789,63,-37,kl,85.6,-0.12000000000000455,0.23436419665813446,0.388010174036026,0.796635627746582
0.3,789,64,-36,kl,85.68,0.0800000000000125,0.29269444942474365,0.39937329292297363,0.838293731212616
0.3,789,65,-35,kl,85.58,-0.10000000000000853,0.27442795038223267,0.40698567032814026,0.8101325631141663
0.3,789,66,-34,kl,85.7,0.12000000000000455,0.2915852665901184,0.4104424715042114,0.9020568132400513
0.3,789,67,-33,kl,85.46,-0.2400000000000091,0.30504894256591797,0.41460251808166504,0.8680952787399292
0.3,789,68,-32,kl,85.94,0.480000000000004,0.2656293511390686,0.39348524808883667,0.8521564602851868
0.3,789,69,-31,kl,85.42,-0.519999999999996,0.3470750153064728,0.43992945551872253,0.8584384918212891
0.3,789,70,-30,kl,85.24,-0.18000000000000682,0.3184008002281189,0.4436416029930115,0.8874619603157043
0.3,789,71,-29,kl,85.52,0.28000000000000114,0.33495789766311646,0.4467341899871826,0.8317846655845642
0.3,789,72,-28,kl,85.8,0.28000000000000114,0.3657958507537842,0.4546951949596405,0.9716049432754517
0.3,789,73,-27,kl,86.0,0.20000000000000284,0.3648172616958618,0.46300429105758667,0.962796151638031
0.3,789,74,-26,kl,86.06,0.060000000000002274,0.37466907501220703,0.4651818871498108,0.9507085680961609
0.3,789,75,-25,kl,86.16,0.09999999999999432,0.30024296045303345,0.4663968086242676,0.8840168118476868
0.3,789,76,-24,kl,85.62,-0.539999999999992,0.3811945915222168,0.4960283637046814,0.9979212284088135
0.3,789,77,-23,kl,85.78,0.1599999999999966,0.34864193201065063,0.479383260011673,0.9618330001831055
0.3,789,78,-22,kl,85.86,0.0799999999999983,0.32714393734931946,0.477882444858551,0.9304686784744263
0.3,789,79,-21,kl,85.86,0.0,0.3743414282798767,0.5210068225860596,0.8831556439399719
0.3,789,80,-20,kl,85.78,-0.0799999999999983,0.3641146123409271,0.5049138069152832,1.0170538425445557
0.3,789,81,-19,kl,86.16,0.37999999999999545,0.31223031878471375,0.4915637969970703,0.9242653846740723
0.3,789,82,-18,kl,86.12,-0.03999999999999204,0.31062349677085876,0.49338996410369873,0.9315967559814453
0.3,789,83,-17,kl,85.98,-0.14000000000000057,0.3101770579814911,0.49211469292640686,0.9304121732711792
0.3,789,84,-16,kl,86.04,0.060000000000002274,0.3109336197376251,0.4937893748283386,0.9361203908920288
0.3,789,85,-15,kl,85.78,-0.2600000000000051,0.3099933862686157,0.4942619502544403,0.9449734091758728
0.3,789,86,-14,kl,85.92,0.14000000000000057,0.31933051347732544,0.5010774731636047,0.9260568022727966
0.3,789,87,-13,kl,85.64,-0.28000000000000114,0.3060642182826996,0.4945824146270752,0.9388667345046997
0.3,789,88,-12,kl,85.9,0.2600000000000051,0.2877851724624634,0.48757466673851013,0.9209949374198914
